id,image,square
17,https://storage.yandexcloud.net/garbage-images/DJI_0013-300.jpg,"[1600, 2400, 0, 800]"
17,https://storage.yandexcloud.net/garbage-images/DJI_0013-300.jpg,"[1600, 2400, 800, 1600]"
17,https://storage.yandexcloud.net/garbage-images/DJI_0013-300.jpg,"[2400, 3200, 0, 800]"
17,https://storage.yandexcloud.net/garbage-images/DJI_0013-300.jpg,"[2400, 3200, 800, 1600]"
18,https://storage.yandexcloud.net/garbage-images/DJI_0037-950.jpg,"[0, 800, 0, 800]"
18,https://storage.yandexcloud.net/garbage-images/DJI_0037-950.jpg,"[800, 1600, 0, 800]"
18,https://storage.yandexcloud.net/garbage-images/DJI_0037-950.jpg,"[1600, 2400, 0, 800]"
19,https://storage.yandexcloud.net/garbage-images/DJI_0034-1125.jpg,"[0, 800, 0, 800]"
19,https://storage.yandexcloud.net/garbage-images/DJI_0034-1125.jpg,"[1600, 2400, 0, 800]"
20,https://storage.yandexcloud.net/garbage-images/DJI_0013-1275.jpg,"[0, 800, 0, 800]"
20,https://storage.yandexcloud.net/garbage-images/DJI_0013-1275.jpg,"[0, 800, 800, 1600]"
20,https://storage.yandexcloud.net/garbage-images/DJI_0013-1275.jpg,"[800, 1600, 800, 1600]"
20,https://storage.yandexcloud.net/garbage-images/DJI_0013-1275.jpg,"[1600, 2400, 0, 800]"
20,https://storage.yandexcloud.net/garbage-images/DJI_0013-1275.jpg,"[1600, 2400, 800, 1600]"
20,https://storage.yandexcloud.net/garbage-images/DJI_0013-1275.jpg,"[2400, 3200, 0, 800]"
20,https://storage.yandexcloud.net/garbage-images/DJI_0013-1275.jpg,"[2400, 3200, 800, 1600]"
21,https://storage.yandexcloud.net/garbage-images/DJI_0034-1625.jpg,"[800, 1600, 0, 800]"
21,https://storage.yandexcloud.net/garbage-images/DJI_0034-1625.jpg,"[1600, 2400, 0, 800]"
22,https://storage.yandexcloud.net/garbage-images/DJI_0034-5325.jpg,"[0, 800, 0, 800]"
22,https://storage.yandexcloud.net/garbage-images/DJI_0034-5325.jpg,"[800, 1600, 0, 800]"
22,https://storage.yandexcloud.net/garbage-images/DJI_0034-5325.jpg,"[1600, 2400, 0, 800]"
23,https://storage.yandexcloud.net/garbage-images/DJI_0071-1125.jpg,"[0, 800, 0, 800]"
23,https://storage.yandexcloud.net/garbage-images/DJI_0071-1125.jpg,"[1600, 2400, 0, 800]"
24,https://storage.yandexcloud.net/garbage-images/DJI_0013-825.jpg,"[0, 800, 0, 800]"
24,https://storage.yandexcloud.net/garbage-images/DJI_0013-825.jpg,"[0, 800, 800, 1600]"
24,https://storage.yandexcloud.net/garbage-images/DJI_0013-825.jpg,"[800, 1600, 0, 800]"
24,https://storage.yandexcloud.net/garbage-images/DJI_0013-825.jpg,"[800, 1600, 800, 1600]"
24,https://storage.yandexcloud.net/garbage-images/DJI_0013-825.jpg,"[1600, 2400, 0, 800]"
24,https://storage.yandexcloud.net/garbage-images/DJI_0013-825.jpg,"[2400, 3200, 0, 800]"
24,https://storage.yandexcloud.net/garbage-images/DJI_0013-825.jpg,"[2400, 3200, 800, 1600]"
25,https://storage.yandexcloud.net/garbage-images/DJI_0037-275.jpg,"[0, 800, 0, 800]"
25,https://storage.yandexcloud.net/garbage-images/DJI_0037-275.jpg,"[800, 1600, 0, 800]"
27,https://storage.yandexcloud.net/garbage-images/DJI_0018-1600.jpg,"[0, 800, 0, 800]"
27,https://storage.yandexcloud.net/garbage-images/DJI_0018-1600.jpg,"[800, 1600, 0, 800]"
27,https://storage.yandexcloud.net/garbage-images/DJI_0018-1600.jpg,"[1600, 2400, 0, 800]"
29,https://storage.yandexcloud.net/garbage-images/DJI_0080-1575.jpg,"[0, 800, 0, 800]"
29,https://storage.yandexcloud.net/garbage-images/DJI_0080-1575.jpg,"[1600, 2400, 0, 800]"
30,https://storage.yandexcloud.net/garbage-images/DJI_0097-1375.jpg,"[0, 800, 0, 800]"
30,https://storage.yandexcloud.net/garbage-images/DJI_0097-1375.jpg,"[800, 1600, 0, 800]"
30,https://storage.yandexcloud.net/garbage-images/DJI_0097-1375.jpg,"[1600, 2400, 0, 800]"
31,https://storage.yandexcloud.net/garbage-images/DJI_0071-875.jpg,"[0, 800, 0, 800]"
31,https://storage.yandexcloud.net/garbage-images/DJI_0071-875.jpg,"[800, 1600, 0, 800]"
32,https://storage.yandexcloud.net/garbage-images/DJI_0071-2050.jpg,"[800, 1600, 0, 800]"
32,https://storage.yandexcloud.net/garbage-images/DJI_0071-2050.jpg,"[1600, 2400, 0, 800]"
33,https://storage.yandexcloud.net/garbage-images/DJI_0079-250.jpg,"[0, 800, 0, 800]"
33,https://storage.yandexcloud.net/garbage-images/DJI_0079-250.jpg,"[800, 1600, 0, 800]"
33,https://storage.yandexcloud.net/garbage-images/DJI_0079-250.jpg,"[1600, 2400, 0, 800]"
34,https://storage.yandexcloud.net/garbage-images/DJI_0089-675.jpg,"[0, 800, 0, 800]"
34,https://storage.yandexcloud.net/garbage-images/DJI_0089-675.jpg,"[1600, 2400, 0, 800]"
35,https://storage.yandexcloud.net/garbage-images/DJI_0080-500.jpg,"[0, 800, 0, 800]"
35,https://storage.yandexcloud.net/garbage-images/DJI_0080-500.jpg,"[800, 1600, 0, 800]"
36,https://storage.yandexcloud.net/garbage-images/DJI_0080-1400.jpg,"[0, 800, 0, 800]"
36,https://storage.yandexcloud.net/garbage-images/DJI_0080-1400.jpg,"[1600, 2400, 0, 800]"
37,https://storage.yandexcloud.net/garbage-images/DJI_0097-1200.jpg,"[0, 800, 0, 800]"
37,https://storage.yandexcloud.net/garbage-images/DJI_0097-1200.jpg,"[800, 1600, 0, 800]"
37,https://storage.yandexcloud.net/garbage-images/DJI_0097-1200.jpg,"[1600, 2400, 0, 800]"
42,https://storage.yandexcloud.net/garbage-images/DJI_0037-300.jpg,"[0, 800, 0, 800]"
42,https://storage.yandexcloud.net/garbage-images/DJI_0037-300.jpg,"[800, 1600, 0, 800]"
43,https://storage.yandexcloud.net/garbage-images/DJI_0080-1400.jpg,"[0, 800, 0, 800]"
43,https://storage.yandexcloud.net/garbage-images/DJI_0080-1400.jpg,"[1600, 2400, 0, 800]"
44,https://storage.yandexcloud.net/garbage-images/DJI_0097-1200.jpg,"[0, 800, 0, 800]"
44,https://storage.yandexcloud.net/garbage-images/DJI_0097-1200.jpg,"[800, 1600, 0, 800]"
44,https://storage.yandexcloud.net/garbage-images/DJI_0097-1200.jpg,"[1600, 2400, 0, 800]"
46,https://storage.yandexcloud.net/garbage-images/DJI_0018-1775.jpg,"[800, 1600, 0, 800]"
46,https://storage.yandexcloud.net/garbage-images/DJI_0018-1775.jpg,"[1600, 2400, 0, 800]"
48,https://storage.yandexcloud.net/garbage-images/DJI_0027-300.jpg,"[0, 800, 0, 800]"
48,https://storage.yandexcloud.net/garbage-images/DJI_0027-300.jpg,"[1600, 2400, 0, 800]"
49,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[0, 800, 0, 800]"
49,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[0, 800, 800, 1600]"
49,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[800, 1600, 0, 800]"
49,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[800, 1600, 800, 1600]"
49,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[1600, 2400, 0, 800]"
49,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[1600, 2400, 800, 1600]"
49,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[2400, 3200, 0, 800]"
49,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[2400, 3200, 800, 1600]"
50,https://storage.yandexcloud.net/garbage-images/DJI_0037-300.jpg,"[0, 800, 0, 800]"
50,https://storage.yandexcloud.net/garbage-images/DJI_0037-300.jpg,"[800, 1600, 0, 800]"
51,https://storage.yandexcloud.net/garbage-images/DJI_0034-3225.jpg,"[800, 1600, 0, 800]"
51,https://storage.yandexcloud.net/garbage-images/DJI_0034-3225.jpg,"[1600, 2400, 0, 800]"
53,https://storage.yandexcloud.net/garbage-images/DJI_0024-2375.jpg,"[0, 800, 0, 800]"
53,https://storage.yandexcloud.net/garbage-images/DJI_0024-2375.jpg,"[800, 1600, 0, 800]"
53,https://storage.yandexcloud.net/garbage-images/DJI_0024-2375.jpg,"[1600, 2400, 0, 800]"
54,https://storage.yandexcloud.net/garbage-images/DJI_0060-2475.jpg,"[0, 800, 0, 800]"
54,https://storage.yandexcloud.net/garbage-images/DJI_0060-2475.jpg,"[800, 1600, 0, 800]"
54,https://storage.yandexcloud.net/garbage-images/DJI_0060-2475.jpg,"[1600, 2400, 0, 800]"
56,https://storage.yandexcloud.net/garbage-images/DJI_0024-3725.jpg,"[0, 800, 0, 800]"
56,https://storage.yandexcloud.net/garbage-images/DJI_0024-3725.jpg,"[800, 1600, 0, 800]"
56,https://storage.yandexcloud.net/garbage-images/DJI_0024-3725.jpg,"[1600, 2400, 0, 800]"
57,https://storage.yandexcloud.net/garbage-images/DJI_0034-575.jpg,"[0, 800, 0, 800]"
57,https://storage.yandexcloud.net/garbage-images/DJI_0034-575.jpg,"[800, 1600, 0, 800]"
59,https://storage.yandexcloud.net/garbage-images/DJI_0008-925.jpg,"[0, 800, 0, 800]"
59,https://storage.yandexcloud.net/garbage-images/DJI_0008-925.jpg,"[800, 1600, 0, 800]"
59,https://storage.yandexcloud.net/garbage-images/DJI_0008-925.jpg,"[1600, 2400, 0, 800]"
61,https://storage.yandexcloud.net/garbage-images/DJI_0034-950.jpg,"[0, 800, 0, 800]"
61,https://storage.yandexcloud.net/garbage-images/DJI_0034-950.jpg,"[800, 1600, 0, 800]"
61,https://storage.yandexcloud.net/garbage-images/DJI_0034-950.jpg,"[1600, 2400, 0, 800]"
62,https://storage.yandexcloud.net/garbage-images/DJI_0102-850.jpg,"[800, 1600, 0, 800]"
62,https://storage.yandexcloud.net/garbage-images/DJI_0102-850.jpg,"[1600, 2400, 0, 800]"
63,https://storage.yandexcloud.net/garbage-images/DJI_0008-850.jpg,"[0, 800, 0, 800]"
63,https://storage.yandexcloud.net/garbage-images/DJI_0008-850.jpg,"[800, 1600, 0, 800]"
63,https://storage.yandexcloud.net/garbage-images/DJI_0008-850.jpg,"[1600, 2400, 0, 800]"
64,https://storage.yandexcloud.net/garbage-images/DJI_0024-400.jpg,"[800, 1600, 0, 800]"
64,https://storage.yandexcloud.net/garbage-images/DJI_0024-400.jpg,"[1600, 2400, 0, 800]"
65,https://storage.yandexcloud.net/garbage-images/DJI_0018-850.jpg,"[0, 800, 0, 800]"
65,https://storage.yandexcloud.net/garbage-images/DJI_0018-850.jpg,"[800, 1600, 0, 800]"
65,https://storage.yandexcloud.net/garbage-images/DJI_0018-850.jpg,"[1600, 2400, 0, 800]"
66,https://storage.yandexcloud.net/garbage-images/DJI_0024-3650.jpg,"[0, 800, 0, 800]"
66,https://storage.yandexcloud.net/garbage-images/DJI_0024-3650.jpg,"[800, 1600, 0, 800]"
66,https://storage.yandexcloud.net/garbage-images/DJI_0024-3650.jpg,"[1600, 2400, 0, 800]"
67,https://storage.yandexcloud.net/garbage-images/DJI_0049-650.jpg,"[800, 1600, 0, 800]"
67,https://storage.yandexcloud.net/garbage-images/DJI_0049-650.jpg,"[1600, 2400, 0, 800]"
68,https://storage.yandexcloud.net/garbage-images/DJI_0102-1025.jpg,"[0, 800, 0, 800]"
68,https://storage.yandexcloud.net/garbage-images/DJI_0102-1025.jpg,"[1600, 2400, 0, 800]"
69,https://storage.yandexcloud.net/garbage-images/DJI_0080-1400.jpg,"[0, 800, 0, 800]"
69,https://storage.yandexcloud.net/garbage-images/DJI_0080-1400.jpg,"[1600, 2400, 0, 800]"
70,https://storage.yandexcloud.net/garbage-images/DJI_0097-1200.jpg,"[0, 800, 0, 800]"
70,https://storage.yandexcloud.net/garbage-images/DJI_0097-1200.jpg,"[800, 1600, 0, 800]"
70,https://storage.yandexcloud.net/garbage-images/DJI_0097-1200.jpg,"[1600, 2400, 0, 800]"
72,https://storage.yandexcloud.net/garbage-images/DJI_0018-1775.jpg,"[800, 1600, 0, 800]"
72,https://storage.yandexcloud.net/garbage-images/DJI_0018-1775.jpg,"[1600, 2400, 0, 800]"
73,https://storage.yandexcloud.net/garbage-images/DJI_0063-1100.jpg,"[0, 800, 0, 800]"
73,https://storage.yandexcloud.net/garbage-images/DJI_0063-1100.jpg,"[800, 1600, 0, 800]"
73,https://storage.yandexcloud.net/garbage-images/DJI_0063-1100.jpg,"[1600, 2400, 0, 800]"
75,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[0, 800, 0, 800]"
75,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[0, 800, 800, 1600]"
75,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[800, 1600, 0, 800]"
75,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[800, 1600, 800, 1600]"
75,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[1600, 2400, 0, 800]"
75,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[1600, 2400, 800, 1600]"
75,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[2400, 3200, 0, 800]"
75,https://storage.yandexcloud.net/garbage-images/DJI_0013-950.jpg,"[2400, 3200, 800, 1600]"
76,https://storage.yandexcloud.net/garbage-images/DJI_0037-300.jpg,"[0, 800, 0, 800]"
76,https://storage.yandexcloud.net/garbage-images/DJI_0037-300.jpg,"[800, 1600, 0, 800]"
79,https://storage.yandexcloud.net/garbage-images/DJI_0097-675.jpg,"[800, 1600, 0, 800]"
79,https://storage.yandexcloud.net/garbage-images/DJI_0097-675.jpg,"[1600, 2400, 0, 800]"
81,https://storage.yandexcloud.net/garbage-images/DJI_0071-1650.jpg,"[800, 1600, 0, 800]"
81,https://storage.yandexcloud.net/garbage-images/DJI_0071-1650.jpg,"[1600, 2400, 0, 800]"
82,https://storage.yandexcloud.net/garbage-images/DJI_0102-50.jpg,"[0, 800, 0, 800]"
82,https://storage.yandexcloud.net/garbage-images/DJI_0102-50.jpg,"[1600, 2400, 0, 800]"
83,https://storage.yandexcloud.net/garbage-images/DJI_0037-925.jpg,"[800, 1600, 0, 800]"
83,https://storage.yandexcloud.net/garbage-images/DJI_0037-925.jpg,"[1600, 2400, 0, 800]"
84,https://storage.yandexcloud.net/garbage-images/DJI_0013-375.jpg,"[0, 800, 0, 800]"
84,https://storage.yandexcloud.net/garbage-images/DJI_0013-375.jpg,"[0, 800, 800, 1600]"
84,https://storage.yandexcloud.net/garbage-images/DJI_0013-375.jpg,"[800, 1600, 0, 800]"
84,https://storage.yandexcloud.net/garbage-images/DJI_0013-375.jpg,"[800, 1600, 800, 1600]"
84,https://storage.yandexcloud.net/garbage-images/DJI_0013-375.jpg,"[1600, 2400, 800, 1600]"
84,https://storage.yandexcloud.net/garbage-images/DJI_0013-375.jpg,"[2400, 3200, 0, 800]"
84,https://storage.yandexcloud.net/garbage-images/DJI_0013-375.jpg,"[2400, 3200, 800, 1600]"
85,https://storage.yandexcloud.net/garbage-images/DJI_0080-750.jpg,"[0, 800, 0, 800]"
85,https://storage.yandexcloud.net/garbage-images/DJI_0080-750.jpg,"[800, 1600, 0, 800]"
86,https://storage.yandexcloud.net/garbage-images/DJI_0089-425.jpg,"[0, 800, 0, 800]"
86,https://storage.yandexcloud.net/garbage-images/DJI_0089-425.jpg,"[1600, 2400, 0, 800]"
88,https://storage.yandexcloud.net/garbage-images/DJI_0060-375.jpg,"[0, 800, 0, 800]"
88,https://storage.yandexcloud.net/garbage-images/DJI_0060-375.jpg,"[800, 1600, 0, 800]"
89,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[0, 800, 0, 800]"
89,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[0, 800, 800, 1600]"
89,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[800, 1600, 0, 800]"
89,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[800, 1600, 800, 1600]"
89,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[1600, 2400, 800, 1600]"
89,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[2400, 3200, 0, 800]"
89,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[2400, 3200, 800, 1600]"
90,https://storage.yandexcloud.net/garbage-images/DJI_0034-1425.jpg,"[0, 800, 0, 800]"
90,https://storage.yandexcloud.net/garbage-images/DJI_0034-1425.jpg,"[800, 1600, 0, 800]"
95,https://storage.yandexcloud.net/garbage-images/DJI_0089-2225.jpg,"[0, 800, 0, 800]"
95,https://storage.yandexcloud.net/garbage-images/DJI_0089-2225.jpg,"[800, 1600, 0, 800]"
95,https://storage.yandexcloud.net/garbage-images/DJI_0089-2225.jpg,"[1600, 2400, 0, 800]"
96,https://storage.yandexcloud.net/garbage-images/DJI_0008-2375.jpg,"[0, 800, 0, 800]"
96,https://storage.yandexcloud.net/garbage-images/DJI_0008-2375.jpg,"[800, 1600, 0, 800]"
96,https://storage.yandexcloud.net/garbage-images/DJI_0008-2375.jpg,"[1600, 2400, 0, 800]"
97,https://storage.yandexcloud.net/garbage-images/DJI_0024-975.jpg,"[0, 800, 0, 800]"
97,https://storage.yandexcloud.net/garbage-images/DJI_0024-975.jpg,"[800, 1600, 0, 800]"
97,https://storage.yandexcloud.net/garbage-images/DJI_0024-975.jpg,"[1600, 2400, 0, 800]"
98,https://storage.yandexcloud.net/garbage-images/DJI_0042-2050.jpg,"[0, 800, 0, 800]"
98,https://storage.yandexcloud.net/garbage-images/DJI_0042-2050.jpg,"[1600, 2400, 0, 800]"
99,https://storage.yandexcloud.net/garbage-images/DJI_0018-525.jpg,"[0, 800, 0, 800]"
99,https://storage.yandexcloud.net/garbage-images/DJI_0018-525.jpg,"[1600, 2400, 0, 800]"
100,https://storage.yandexcloud.net/garbage-images/DJI_0034-975.jpg,"[0, 800, 0, 800]"
100,https://storage.yandexcloud.net/garbage-images/DJI_0034-975.jpg,"[800, 1600, 0, 800]"
100,https://storage.yandexcloud.net/garbage-images/DJI_0034-975.jpg,"[1600, 2400, 0, 800]"
101,https://storage.yandexcloud.net/garbage-images/DJI_0064-200.jpg,"[0, 800, 0, 800]"
101,https://storage.yandexcloud.net/garbage-images/DJI_0064-200.jpg,"[1600, 2400, 0, 800]"
102,https://storage.yandexcloud.net/garbage-images/DJI_0060-2875.jpg,"[0, 800, 0, 800]"
102,https://storage.yandexcloud.net/garbage-images/DJI_0060-2875.jpg,"[800, 1600, 0, 800]"
102,https://storage.yandexcloud.net/garbage-images/DJI_0060-2875.jpg,"[1600, 2400, 0, 800]"
103,https://storage.yandexcloud.net/garbage-images/DJI_0075-775.jpg,"[0, 800, 0, 800]"
103,https://storage.yandexcloud.net/garbage-images/DJI_0075-775.jpg,"[800, 1600, 0, 800]"
103,https://storage.yandexcloud.net/garbage-images/DJI_0075-775.jpg,"[1600, 2400, 0, 800]"
104,https://storage.yandexcloud.net/garbage-images/DJI_0060-2450.jpg,"[0, 800, 0, 800]"
104,https://storage.yandexcloud.net/garbage-images/DJI_0060-2450.jpg,"[800, 1600, 0, 800]"
104,https://storage.yandexcloud.net/garbage-images/DJI_0060-2450.jpg,"[1600, 2400, 0, 800]"
105,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[0, 800, 0, 800]"
105,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[0, 800, 800, 1600]"
105,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[800, 1600, 0, 800]"
105,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[800, 1600, 800, 1600]"
105,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[1600, 2400, 0, 800]"
105,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[1600, 2400, 800, 1600]"
105,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[2400, 3200, 0, 800]"
105,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[2400, 3200, 800, 1600]"
108,https://storage.yandexcloud.net/garbage-images/DJI_0089-525.jpg,"[0, 800, 0, 800]"
108,https://storage.yandexcloud.net/garbage-images/DJI_0089-525.jpg,"[1600, 2400, 0, 800]"
109,https://storage.yandexcloud.net/garbage-images/DJI_0079-100.jpg,"[0, 800, 0, 800]"
109,https://storage.yandexcloud.net/garbage-images/DJI_0079-100.jpg,"[800, 1600, 0, 800]"
109,https://storage.yandexcloud.net/garbage-images/DJI_0079-100.jpg,"[1600, 2400, 0, 800]"
111,https://storage.yandexcloud.net/garbage-images/DJI_0089-900.jpg,"[800, 1600, 0, 800]"
111,https://storage.yandexcloud.net/garbage-images/DJI_0089-900.jpg,"[1600, 2400, 0, 800]"
112,https://storage.yandexcloud.net/garbage-images/DJI_0034-3050.jpg,"[800, 1600, 0, 800]"
112,https://storage.yandexcloud.net/garbage-images/DJI_0034-3050.jpg,"[1600, 2400, 0, 800]"
113,https://storage.yandexcloud.net/garbage-images/DJI_0034-2400.jpg,"[800, 1600, 0, 800]"
113,https://storage.yandexcloud.net/garbage-images/DJI_0034-2400.jpg,"[1600, 2400, 0, 800]"
114,https://storage.yandexcloud.net/garbage-images/DJI_0080-750.jpg,"[0, 800, 0, 800]"
114,https://storage.yandexcloud.net/garbage-images/DJI_0080-750.jpg,"[800, 1600, 0, 800]"
115,https://storage.yandexcloud.net/garbage-images/DJI_0089-425.jpg,"[0, 800, 0, 800]"
115,https://storage.yandexcloud.net/garbage-images/DJI_0089-425.jpg,"[1600, 2400, 0, 800]"
117,https://storage.yandexcloud.net/garbage-images/DJI_0060-375.jpg,"[0, 800, 0, 800]"
117,https://storage.yandexcloud.net/garbage-images/DJI_0060-375.jpg,"[800, 1600, 0, 800]"
118,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[0, 800, 0, 800]"
118,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[0, 800, 800, 1600]"
118,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[800, 1600, 0, 800]"
118,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[800, 1600, 800, 1600]"
118,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[1600, 2400, 800, 1600]"
118,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[2400, 3200, 0, 800]"
118,https://storage.yandexcloud.net/garbage-images/DJI_0013-600.jpg,"[2400, 3200, 800, 1600]"
119,https://storage.yandexcloud.net/garbage-images/DJI_0034-1425.jpg,"[0, 800, 0, 800]"
119,https://storage.yandexcloud.net/garbage-images/DJI_0034-1425.jpg,"[800, 1600, 0, 800]"
121,https://storage.yandexcloud.net/garbage-images/DJI_0071-1325.jpg,"[0, 800, 0, 800]"
121,https://storage.yandexcloud.net/garbage-images/DJI_0071-1325.jpg,"[1600, 2400, 0, 800]"
124,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[0, 800, 0, 800]"
124,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[0, 800, 800, 1600]"
124,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[800, 1600, 0, 800]"
124,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[800, 1600, 800, 1600]"
124,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[1600, 2400, 0, 800]"
124,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[1600, 2400, 800, 1600]"
124,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[2400, 3200, 0, 800]"
124,https://storage.yandexcloud.net/garbage-images/DJI_0265-575.jpg,"[2400, 3200, 800, 1600]"
125,https://storage.yandexcloud.net/garbage-images/DJI_0034-2825.jpg,"[0, 800, 0, 800]"
125,https://storage.yandexcloud.net/garbage-images/DJI_0034-2825.jpg,"[800, 1600, 0, 800]"
126,https://storage.yandexcloud.net/garbage-images/DJI_0080-650.jpg,"[0, 800, 0, 800]"
